1.8972959518432617,0.03,0.02,0.49,7.13,0.38,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.47,0.07,0.08,0.03,0.00,0.00,0.00,0.00,2.28,0.07,3.60,0.37,0.26,0.02,2.11,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.967453479766846,190.78,0.37,0.00,0.00,0.03,0.02,0.36,7.13,0.34,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.11,0.03,0.00,0.00,0.00,0.00,1.93,0.07,4.03,0.37,0.03,0.02,2.47,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.043068647384644,100.41,0.36,0.00,0.00,0.41,0.02,0.43,7.13,0.38,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.11,0.03,0.00,0.00,0.00,0.00,2.28,0.07,6.86,0.37,0.28,0.02,3.99,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.124680042266846,100.73,0.36,0.00,0.00,0.05,0.02,0.26,7.13,0.38,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.06,0.03,0.00,0.00,0.00,0.00,2.02,0.07,3.69,0.37,0.05,0.02,1.81,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.194759130477905,99.84,0.45,0.00,0.00,0.01,0.02,0.41,7.13,0.39,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.09,0.03,0.00,0.00,0.00,0.00,1.67,0.07,2.72,0.37,0.28,0.02,1.84,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.273468494415283,100.29,0.55,0.00,0.00,0.03,0.02,0.32,7.13,0.43,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.25,0.03,0.00,0.00,0.00,0.00,2.05,0.07,4.26,0.37,0.04,0.02,2.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.34957027435303,223.10,1.10,0.00,0.00,0.03,0.02,0.42,7.13,0.37,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.09,0.03,0.00,0.00,0.00,0.00,1.72,0.07,2.90,0.37,0.24,0.02,2.07,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37.40962553024292,189.82,1.36,0.00,0.00,0.02,0.02,0.28,7.13,0.31,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.09,0.03,0.00,0.00,0.00,0.00,3.63,0.07,5.04,0.37,0.03,0.02,1.89,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.479278802871704,249.93,1.47,0.00,0.00,0.28,0.02,0.47,7.17,0.36,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.09,0.03,0.00,0.00,0.00,0.00,1.88,0.07,6.49,0.37,0.31,0.02,4.36,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47.55705285072327,0.00,0.00,0.00,0.00,0.14,0.02,0.38,7.17,0.44,7.12,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.06,0.15,0.07,0.08,0.03,0.00,0.00,0.00,0.00,4.74,0.07,7.20,0.37,0.11,0.02,2.36,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
