2.0619499683380127,256.30,0.16
5.119548559188843,326.76,0.42
8.18444561958313,101.11,0.44
11.730935335159302,100.54,0.44
14.791621446609497,100.75,0.44
17.847947597503662,101.14,0.44
20.911725521087646,101.06,0.52
23.99879765510559,107.77,0.57
27.06195569038391,100.78,0.63
30.11939811706543,455.92,0.89
33.18648552894592,456.90,1.51
36.25194334983826,0.00,0.00
39.31780982017517,0.00,0.00
42.38273239135742,0.00,0.00
45.44253158569336,0.00,0.00
48.51252722740173,0.00,0.00
51.58486795425415,0.00,0.00
54.64360809326172,0.00,0.00
57.71563744544983,0.00,0.00
60.775115728378296,0.00,0.00
63.85554051399231,0.00,0.00
66.91821908950806,0.00,0.00
69.9880940914154,0.00,0.00
73.05199241638184,0.00,0.00
76.12025499343872,0.00,0.00
79.18093276023865,0.00,0.00
82.39666557312012,0.00,0.00
85.46128678321838,0.00,0.00
88.530202627182,0.00,0.00
91.60838031768799,0.00,0.00
94.67222356796265,0.00,0.00
97.73604798316956,0.00,0.00
100.79416680335999,0.00,0.00
103.85882019996643,0.00,0.00
106.92153692245483,0.00,0.00
109.99457097053528,0.00,0.00
113.05991053581238,0.00,0.00
116.12811303138733,0.00,0.00
119.1862256526947,0.00,0.00
122.25069212913513,0.00,0.00
125.31441879272461,0.00,0.00
128.37720608711243,0.00,0.00
131.43944096565247,0.00,0.00
134.50232982635498,0.00,0.00
137.56105995178223,0.00,0.00
140.62513995170593,0.00,0.00
143.68810367584229,0.00,0.00
146.75192165374756,0.00,0.00
149.8152539730072,0.00,0.00
152.88228011131287,0.00,0.00
155.95252537727356,0.00,0.00
159.01528453826904,0.00,0.00
162.08821606636047,0.00,0.00
165.148668050766,0.00,0.00
168.23192310333252,0.00,0.00
171.29458689689636,0.00,0.00
174.35966324806213,0.00,0.00
177.42892956733704,0.00,0.00
180.49306893348694,0.00,0.00
183.55602955818176,0.00,0.00
