2.2058491706848145,1506.92,1.17
5.44161057472229,1551.55,2.82
8.617530107498169,1587.05,3.71
12.221755743026733,1580.52,4.66
15.388083457946777,1348.71,5.58
18.44891047477722,1204.31,5.40
21.508373022079468,1203.06,5.40
24.571325063705444,1221.79,5.39
27.630470037460327,1207.42,5.34
30.68750500679016,1199.62,5.46
34.24938488006592,1202.64,6.03
37.31077718734741,1205.40,6.61
40.36694598197937,1261.36,7.09
43.4543673992157,1536.22,7.92
46.61568093299866,1579.86,8.60
49.74217891693115,1553.26,9.83
53.28718018531799,1577.80,11.54
56.433764696121216,1567.58,11.23
59.65584683418274,1579.10,10.80
63.300151109695435,1585.29,10.70
66.52452611923218,1570.80,10.36
69.66474986076355,0.00,0.00
