2.426037073135376,375.87,0.25
5.4872002601623535,239.48,0.46
8.55492115020752,101.35,0.45
11.618910551071167,100.38,0.45
14.679749488830566,99.87,0.45
17.748350143432617,100.92,0.45
20.808688640594482,100.90,0.51
23.88596272468567,101.18,0.56
26.941872358322144,100.91,0.61
30.47420334815979,374.34,1.04
33.53034210205078,374.99,1.54
36.59401535987854,131.38,1.72
39.65343523025513,199.31,1.93
42.71477484703064,133.11,1.98
45.78897738456726,349.51,2.25
48.85525965690613,0.00,0.00
51.91877722740173,0.00,0.00
54.98983359336853,0.00,0.00
58.0554313659668,0.00,0.00
61.12947463989258,0.00,0.00
64.19038724899292,0.00,0.00
67.27801370620728,0.00,0.00
70.32999610900879,0.00,0.00
73.39474105834961,0.00,0.00
76.45841407775879,0.00,0.00
79.52010107040405,0.00,0.00
82.58261585235596,0.00,0.00
85.65156888961792,0.00,0.00
88.7161009311676,0.00,0.00
91.78384470939636,0.00,0.00
94.84736275672913,0.00,0.00
97.91724348068237,0.00,0.00
100.98834013938904,0.00,0.00
104.05906748771667,0.00,0.00
107.14520812034607,0.00,0.00
110.20891642570496,0.00,0.00
113.2703218460083,0.00,0.00
116.33466148376465,0.00,0.00
119.40052938461304,0.00,0.00
122.46759986877441,0.00,0.00
125.53169655799866,0.00,0.00
128.5918905735016,0.00,0.00
131.65661883354187,0.00,0.00
134.7206540107727,0.00,0.00
137.784414768219,0.00,0.00
140.84761571884155,0.00,0.00
143.90930342674255,0.00,0.00
146.97855854034424,0.00,0.00
150.0462863445282,0.00,0.00
153.1200659275055,0.00,0.00
156.18420004844666,0.00,0.00
159.25744032859802,0.00,0.00
162.3211715221405,0.00,0.00
165.3910527229309,0.00,0.00
168.45439100265503,0.00,0.00
171.51958775520325,0.00,0.00
174.58377146720886,0.00,0.00
177.648583650589,0.00,0.00
180.71288585662842,0.00,0.00
183.77725052833557,0.00,0.00
