2.084479331970215,949.38,0.59
5.218485116958618,1354.24,1.31
8.285891056060791,399.78,1.76
11.350333452224731,401.55,1.78
14.919765710830688,402.31,1.69
17.981579542160034,436.09,1.71
21.04111075401306,404.87,1.90
24.103639125823975,402.21,2.15
27.164999961853027,398.54,2.32
30.226439952850342,789.06,2.92
33.29973363876343,1250.73,3.71
36.40436601638794,1333.30,4.65
39.957051515579224,619.60,4.94
43.016571283340454,716.44,3.78
46.07976317405701,232.36,4.05
49.16624331474304,1214.84,4.29
52.228331565856934,206.60,4.34
55.29135251045227,0.00,0.00
