2.0856313705444336,1324.15,0.64
5.600668668746948,1568.20,2.39
8.756849765777588,1544.38,3.13
11.814104080200195,803.14,3.59
14.871316194534302,800.41,3.62
17.929118394851685,799.37,3.52
20.983895301818848,806.22,3.50
24.040828466415405,826.40,3.60
27.107516050338745,806.43,4.21
30.634793758392334,804.08,4.74
33.688055753707886,814.47,5.20
36.832574129104614,1548.28,6.77
39.960514068603516,1574.30,7.40
43.0847225189209,1581.71,8.15
46.663297176361084,1572.45,9.90
49.824793577194214,1568.45,12.37
52.92420530319214,702.36,6.89
55.98686170578003,1231.61,7.57
59.04871129989624,410.11,7.92
62.68813705444336,1570.60,8.61
65.75278377532959,438.37,8.66
68.81338119506836,0.00,0.00
