2.4984991550445557,1010.09,0.78
5.5587828159332275,1140.96,1.47
8.62885046005249,403.14,1.85
11.695661306381226,402.74,1.85
14.762444734573364,403.21,1.80
17.82394027709961,422.15,1.81
20.88862180709839,433.17,1.85
23.948575735092163,406.65,2.10
27.007216930389404,408.09,2.31
30.54071068763733,874.47,3.07
33.67682909965515,1410.47,3.90
36.77168083190918,1330.28,4.47
39.891682863235474,1159.90,6.17
42.9589569568634,648.33,6.97
46.0447096824646,1065.72,7.68
49.56752824783325,1335.59,8.03
52.68741750717163,1507.35,8.45
55.7489812374115,585.19,6.21
58.813021659851074,0.00,0.00
